Data do leilуo;Tэtulo;Tipo de leilуo;Volta;Data de liquidaчуo;Data de vencimento;Oferta;Taxa mщdia;Taxa de corte;Venda;Financeiro (R$);Venda para Bacen;Financeiro para Bacen (R$)
22/10/2019;NTN-B;Venda;1.к volta;23/10/2019;15/05/2035;100.000;3,078;3,078;38.000;169.765.222,43;0;0
22/10/2019;NTN-B;Venda;2.к volta;23/10/2019;15/05/2035;8.666;3,078;3,078;472;2.108.662,76;0;0
22/10/2019;NTN-B;Venda;1.к volta;23/10/2019;15/05/2055;100.000;3,3619;3,3619;49.700;251.711.075,74;0;0
22/10/2019;NTN-B;Venda;2.к volta;23/10/2019;15/05/2055;11.334;3,3619;3,3619;0;0;0;0
22/10/2019;NTN-B;Venda;1.к volta;23/10/2019;15/08/2024;750.000;2,23;2,23;555.450;2.121.314.332,00;0;0
22/10/2019;NTN-B;Venda;2.к volta;23/10/2019;15/08/2024;111.090;2,23;2,23;0;0;0;0
22/10/2019;NTN-B;Venda;1.к volta;23/10/2019;15/08/2028;750.000;2,7684;2,7684;194.550;792.529.032,37;0;0
22/10/2019;NTN-B;Venda;2.к volta;23/10/2019;15/08/2028;38.910;2,7684;2,7684;17;69.252,08;0;0
22/10/2015;LTN;Venda;1.к volta;23/10/2015;01/04/2016;4.000.000;14,5541;14,56;4.000.000;3.771.685.416,48;0;0
22/10/2015;LTN;Venda;2.к volta;26/10/2015;01/04/2016;800.000;14,5541;14,5541;0;0;0;0
22/10/2015;LTN;Venda;1.к volta;23/10/2015;01/07/2019;2.000.000;15,8555;15,87;2.000.000;1.167.962.828,80;0;0
22/10/2015;LTN;Venda;2.к volta;26/10/2015;01/07/2019;400.000;15,8555;15,8555;0;0;0;0
22/10/2015;LTN;Venda;1.к volta;23/10/2015;01/10/2017;2.000.000;15,6616;15,6699;2.000.000;1.509.780.046,24;0;0
22/10/2015;LTN;Venda;2.к volta;26/10/2015;01/10/2017;400.000;15,6616;15,6616;0;0;0;0
22/10/2013;NTN-B;Venda;1.к volta;23/10/2013;15/08/2018;750.000;5,4099;5,4099;234.350;563.142.488,49;0;0
22/10/2013;NTN-B;Venda;2.к volta;23/10/2013;15/08/2018;46.870;5,4099;5,4099;39.588;95.129.869,13;0;0
22/10/2013;NTN-B;Venda;1.к volta;23/10/2013;15/08/2022;750.000;5,64;5,64;515.650;1.239.911.757,37;0;0
22/10/2013;NTN-B;Venda;2.к volta;23/10/2013;15/08/2022;103.130;5,64;5,64;0;0;0;0
22/10/2009;LFT;Venda;1.к volta;23/10/2009;07/09/2013;300.000;0;0;280.650;1.132.316.348,22;0;0
22/10/2009;LFT;Venda;2.к volta;23/10/2009;07/09/2013;14.033;0;0;2.256;9.102.104,69;0;0
22/10/2009;LFT;Venda;1.к volta;23/10/2009;07/09/2015;300.000;0;0;19.350;78.069.913,89;0;0
22/10/2009;LFT;Venda;2.к volta;23/10/2009;07/09/2015;968;0;0;0;0;0;0
22/10/2009;LTN;Venda;1.к volta;23/10/2009;01/04/2010;300.000;8,731;8,732;300.000;289.332.336,50;0;0
22/10/2009;LTN;Venda;2.к volta;23/10/2009;01/04/2010;60.000;8,731;8,731;0;0;0;0
22/10/2009;LTN;Venda;1.к volta;23/10/2009;01/07/2011;1.000.000;11,2926;11,299;1.000.000;835.607.794,60;0;0
22/10/2009;LTN;Venda;2.к volta;23/10/2009;01/07/2011;200.000;11,2926;11,2926;105.000;87.738.818,47;0;0
22/10/2009;NTN-F;Venda;1.к volta;23/10/2009;01/01/2013;500.000;12,414;12,4299;470.000;456.802.749,02;0;0
22/10/2009;NTN-F;Venda;1.к volta;23/10/2009;01/01/2017;150.000;13,1957;13,2199;150.000;133.768.804,80;0;0
22/10/2009;NTN-F;Venda;2.к volta;23/10/2009;01/01/2017;30.000;13,1957;13,1957;12.272;10.944.071,81;0;0
22/10/2002;LFT;Venda;1.к volta;23/10/2002;18/12/2002;2.000.000;0;0;1.195.000;1.735.598.717,46;-;-
22/10/2002;LFT;Venda;1.к volta;23/10/2002;22/01/2003;2.000.000;1,72;1,72;805.000;1.164.273.699,26;-;-
22/09/2016;LTN;Venda;1.к volta;23/09/2016;01/04/2017;4.000.000;13,3671;13,369;4.000.000;3.747.445.544,00;0;0
22/09/2016;LTN;Venda;2.к volta;26/09/2016;01/04/2017;800.000;13,3671;13,3671;452.500;424.140.936,74;0;0
22/09/2016;LTN;Venda;1.к volta;23/09/2016;01/07/2020;5.000.000;11,7414;11,7489;5.000.000;3.300.268.357,52;0;0
22/09/2016;LTN;Venda;2.к volta;26/09/2016;01/07/2020;1.000.000;11,7414;11,7414;861.108;568.628.593,86;0;0
22/09/2016;LTN;Venda;1.к volta;23/09/2016;01/10/2018;2.500.000;11,7965;11,7999;2.500.000;1.999.360.556,64;0;0
22/09/2016;LTN;Venda;2.к volta;26/09/2016;01/10/2018;500.000;11,7965;11,7965;442.499;354.042.890,95;0;0
22/09/2016;NTN-F;Venda;1.к volta;23/09/2016;01/01/2023;500.000;11,8074;11,815;500.000;474.688.575,23;0;0
22/09/2016;NTN-F;Venda;2.к volta;26/09/2016;01/01/2023;100.000;11,8074;11,8074;95.000;90.230.929,70;0;0
22/09/2016;NTN-F;Venda;1.к volta;23/09/2016;01/01/2027;1.000.000;11,8728;11,8919;1.000.000;919.618.293,42;0;0
22/09/2016;NTN-F;Venda;2.к volta;26/09/2016;01/01/2027;200.000;11,8728;11,8728;118.666;109.176.177,55;0;0
22/09/2015;NTN-B;Venda;1.к volta;23/09/2015;15/05/2019;300.000;7,7538;7,77;226.400;591.831.299,07;0;0
22/09/2015;NTN-B;Venda;1.к volta;23/09/2015;15/05/2023;300.000;7,7882;7,83;50.950;126.972.284,37;0;0
22/09/2015;NTN-B;Venda;1.к volta;23/09/2015;15/05/2035;150.000;7,6569;7,66;16.200;37.578.964,93;0;0
22/09/2015;NTN-B;Venda;1.к volta;23/09/2015;15/05/2055;150.000;7,5381;7,57;27.500;61.837.233,82;0;0
22/09/2011;LTN;Venda;1.к volta;23/09/2011;01/01/2014;750.000;11,5931;11,5999;750.000;584.698.236,42;0;0
22/09/2011;LTN;Venda;2.к volta;23/09/2011;01/01/2014;150.000;11,5931;11,5931;149.999;116.938.867,73;0;0
22/09/2011;LTN;Venda;1.к volta;23/09/2011;01/01/2015;300.000;12,0061;12,009;300.000;206.972.683,56;0;0
22/09/2011;LTN;Venda;2.к volta;23/09/2011;01/01/2015;60.000;12,0061;12,0061;54.829;37.827.017,51;0;0
22/09/2011;LTN;Venda;1.к volta;23/09/2011;01/04/2012;500.000;11,1298;11,1298;20.000;18.932.380,02;0;0
22/09/2011;NTN-F;Venda;1.к volta;23/09/2011;01/01/2017;50.000;12,2247;12,2289;50.000;47.096.611,84;0;0
22/09/2011;NTN-F;Venda;2.к volta;23/09/2011;01/01/2017;10.000;12,2247;12,2247;8.145;7.672.038,05;0;0
22/09/2011;NTN-F;Venda;1.к volta;23/09/2011;01/01/2021;50.000;12,2779;12,2799;50.000;45.235.991,91;0;0
22/09/2011;NTN-F;Venda;2.к volta;23/09/2011;01/01/2021;10.000;12,2779;12,2779;5.833;5.277.230,81;0;0
22/09/2010;LTN;Venda;1.к volta;23/09/2010;01/04/2011;2.500.000;10,7981;10,8089;2.500.000;2.370.228.518,27;0;0
22/09/2010;LTN;Venda;1.к volta;23/09/2010;01/10/2011;2.500.000;0;0;0;0;0;0
22/09/2009;NTN-B;Venda;1.к volta;23/09/2009;15/08/2014;500.000;6,43;6,43;152.600;278.765.148,77;0;0
22/09/2009;NTN-B;Venda;1.к volta;23/09/2009;15/08/2020;500.000;6,31;6,31;19.400;35.241.511,21;0;0
22/09/2009;NTN-B;Venda;1.к volta;23/09/2009;15/11/2011;500.000;6,13;6,13;119.750;225.263.871,15;0;0
22/08/2019;LFT;Venda;1.к volta;23/08/2019;01/09/2025;1.000.000;0,0177;0,0179;1.000.000;10.270.975.665,80;0;0
22/08/2019;LFT;Venda;2.к volta;23/08/2019;01/09/2025;50.000;0,0177;0,0177;13.852;142.273.607,90;0;0
22/08/2019;LTN;Venda;1.к volta;23/08/2019;01/04/2020;1.000.000;5,2497;5,2519;1.000.000;969.412.278,90;0;0
22/08/2019;LTN;Venda;2.к volta;26/08/2019;01/04/2020;200.000;5,2497;5,2497;0;0;0;0
22/08/2019;LTN;Venda;1.к volta;23/08/2019;01/07/2023;3.000.000;6,59;6,5988;3.000.000;2.347.757.843,77;0;0
22/08/2019;LTN;Venda;2.к volta;26/08/2019;01/07/2023;600.000;6,59;6,59;32.727;25.618.268,41;0;0
22/08/2019;LTN;Venda;1.к volta;23/08/2019;01/10/2021;2.500.000;5,8251;5,8349;2.500.000;2.219.349.185,95;0;0
22/08/2019;LTN;Venda;2.к volta;26/08/2019;01/10/2021;500.000;5,8251;5,8251;0;0;0;0
22/08/2019;NTN-F;Venda;1.к volta;23/08/2019;01/01/2025;500.000;6,7679;6,7774;500.000;576.304.932,71;0;0
22/08/2019;NTN-F;Venda;2.к volta;26/08/2019;01/01/2025;100.000;6,7679;6,7679;5.454;6.287.986,66;0;0
22/08/2019;NTN-F;Venda;1.к volta;23/08/2019;01/01/2029;500.000;7,2262;7,2339;500.000;597.655.020,37;0;0
22/08/2019;NTN-F;Venda;2.к volta;26/08/2019;01/01/2029;100.000;7,2262;7,2262;5.454;6.521.053,76;0;0
22/08/2017;NTN-B;Venda;1.к volta;23/08/2017;15/05/2035;150.000;5,18;5,18;145.000;483.949.197,13;0;0
22/08/2017;NTN-B;Venda;2.к volta;23/08/2017;15/05/2035;29.000;5,18;5,18;1.450;4.839.491,97;0;0
22/08/2017;NTN-B;Venda;1.к volta;23/08/2017;15/05/2055;150.000;5,225;5,225;5.000;17.189.708,43;0;0
22/08/2017;NTN-B;Venda;2.к volta;23/08/2017;15/05/2055;1.000;5,225;5,225;0;0;0;0
22/08/2017;NTN-B;Venda;1.к volta;23/08/2017;15/08/2022;500.000;4,78;4,78;414.450;1.313.010.862,92;0;0
22/08/2017;NTN-B;Venda;2.к volta;23/08/2017;15/08/2022;82.890;4,78;4,78;0;0;0;0
22/08/2017;NTN-B;Venda;1.к volta;23/08/2017;15/08/2026;500.000;5,0288;5,0288;85.550;275.105.813,91;0;0
22/08/2017;NTN-B;Venda;2.к volta;23/08/2017;15/08/2026;17.110;5,0288;5,0288;3.200;10.290.340,20;0;0
22/08/2013;LTN;Venda;1.к volta;23/08/2013;01/04/2014;1.000.000;9,8494;9,85;1.000.000;944.912.607,00;0;0
22/08/2013;LTN;Venda;2.к volta;23/08/2013;01/04/2014;200.000;9,8494;9,8494;171.087;161.662.263,18;0;0
22/08/2013;NTN-F;Venda;1.к volta;23/08/2013;01/01/2019;500.000;11,99;11,99;500.000;470.862.620,00;0;0
22/08/2013;NTN-F;Venda;2.к volta;23/08/2013;01/01/2019;100.000;11,99;11,99;0;0;0;0
22/08/2013;NTN-F;Venda;1.к volta;23/08/2013;01/01/2023;500.000;12,05;12,05;500.000;453.467.098,00;0;0
22/08/2013;NTN-F;Venda;2.к volta;23/08/2013;01/01/2023;100.000;12,05;12,05;7.142;6.477.324,02;0;0
22/08/2006;NTN-B;Venda;1.к volta;24/08/2006;15/05/2009;1.000.000;0;0;0;0;0;0
22/08/2006;NTN-B;Venda;1.к volta;24/08/2006;15/05/2011;1.000.000;9,3999;9,3999;501.000;716.854.862,10;3.300.000;4.721.798.492,40
22/08/2006;NTN-B;Venda;1.к volta;24/08/2006;15/05/2015;1.000.000;8,9999;8,9999;499.000;673.774.491,49;600.000;810.149.689,20
22/08/2006;NTN-B;Venda;1.к volta;24/08/2006;15/05/2035;500.000;7,98;7,98;2.500;3.203.820,99;0;0
22/08/2006;NTN-B;Venda;1.к volta;24/08/2006;15/05/2045;500.000;7,994;7,994;133.900;168.228.977,28;600.000;753.826.634,40
22/08/2006;NTN-B;Venda;1.к volta;24/08/2006;15/08/2024;500.000;8,07;8,07;27.700;36.044.081,27;200.000;260.246.074,00
22/08/2000;LTN;Venda;1.к volta;23/08/2000;03/10/2001;1.500.000;17,0959;17,1219;1.500.000;1.260.310.128,60;-;-
22/08/2000;LTN;Venda;1.к volta;23/08/2000;28/02/2001;1.500.000;16,6209;16,6348;1.500.000;1.388.155.002,05;-;-
22/07/2010;LFT;Venda;1.к volta;23/07/2010;07/09/2014;300.000;0;0;138.950;597.700.114,99;0;0
22/07/2010;LFT;Venda;2.к volta;23/07/2010;07/09/2014;6.947;0;0;450;1.935.696,66;0;0
22/07/2010;LFT;Venda;1.к volta;23/07/2010;07/09/2016;300.000;0;0;161.050;692.764.329,06;0;0
22/07/2010;LFT;Venda;2.к volta;23/07/2010;07/09/2016;8.053;0;0;0;0;0;0
22/07/2010;LTN;Venda;1.к volta;23/07/2010;01/07/2012;5.000.000;11,9441;11,948;5.000.000;4.018.635.319,68;4.500.000;3.616.771.788,00
22/07/2010;LTN;Venda;2.к volta;23/07/2010;01/07/2012;1.000.000;11,9441;11,9441;735.194;590.895.315,06;0;0
22/07/2010;LTN;Venda;1.к volta;23/07/2010;01/10/2011;1.500.000;11,489;11,489;1.500.000;1.317.271.315,50;6.500.000;5.708.175.700,50
22/07/2010;LTN;Venda;2.к volta;23/07/2010;01/10/2011;300.000;11,489;11,489;0;0;0;0
22/07/2010;NTN-F;Venda;1.к volta;23/07/2010;01/01/2014;750.000;12,096;12,104;750.000;713.078.904,03;0;0
22/07/2010;NTN-F;Venda;2.к volta;23/07/2010;01/01/2014;150.000;12,096;12,096;67.051;63.750.204,77;0;0
22/07/2010;NTN-F;Venda;1.к volta;23/07/2010;01/01/2021;300.000;12,137;12,1629;300.000;266.200.469,05;0;0
22/07/2010;NTN-F;Venda;2.к volta;23/07/2010;01/01/2021;60.000;12,137;12,137;0;0;0;0
22/07/2008;NTN-B;Venda;1.к volta;23/07/2008;15/05/2011;750.000;9,0549;9,0549;246.600;406.910.222,63;0;0
22/07/2008;NTN-B;Venda;2.к volta;23/07/2008;15/05/2011;36.990;9,0549;9,0549;25.514;42.100.192,28;0;0
22/07/2008;NTN-B;Venda;1.к volta;23/07/2008;15/05/2013;750.000;8,4;8,4;352.250;569.946.670,33;0;0
22/07/2008;NTN-B;Venda;2.к volta;23/07/2008;15/05/2013;52.838;8,4;8,4;30.523;49.386.748,66;0;0
22/07/2008;NTN-B;Venda;1.к volta;23/07/2008;15/05/2017;750.000;7,8799;7,8799;151.150;238.226.596,28;0;0
22/07/2008;NTN-B;Venda;2.к volta;23/07/2008;15/05/2017;22.672;7,8799;7,8799;5.668;8.933.300,34;0;0
22/07/2004;LTN;Venda;1.к volta;23/07/2004;01/01/2006;300.000;17,7951;17,85;300.000;236.954.232,62;0;0
22/07/2004;LTN;Venda;2.к volta;23/07/2004;01/01/2006;45.000;17,7951;0;0;0;0;0
22/07/2004;LTN;Venda;1.к volta;23/07/2004;01/04/2005;1.500.000;17,1489;17,187;1.500.000;1.345.556.663,75;0;0
22/07/2004;LTN;Venda;2.к volta;23/07/2004;01/04/2005;225.000;17,1489;0;0;0;0;0
22/07/2003;LFT;Venda;1.к volta;23/07/2003;18/05/2005;3.500.000;0,3607;0,3607;2.925.450;4.973.576.276,61;0;0
22/07/2003;LFT;Venda;1.к volta;23/07/2003;20/06/2007;3.500.000;0,7631;0,7631;574.550;954.509.071,00;0;0
22/06/2018;LTN;Extra Venda;1.к volta;25/06/2018;01/01/2022;500.000;0;0;0;0;0;0
22/06/2018;LTN;Extra Venda;1.к volta;25/06/2018;01/07/2020;500.000;0;0;0;0;0;0
22/06/2018;LTN;Extra Venda;1.к volta;25/06/2018;01/07/2021;500.000;10,144;10,144;100.000;74.779.825,00;0;0
22/06/2018;NTN-B;Extra Venda;1.к volta;25/06/2018;15/05/2021;300.000;0;0;0;0;0;0
22/06/2018;NTN-B;Extra Venda;1.к volta;25/06/2018;15/05/2023;300.000;0;0;0;0;0;0
22/06/2018;NTN-B;Extra Venda;1.к volta;25/06/2018;15/08/2020;300.000;4,1;4,1;15.000;49.141.445,31;0;0
22/06/2018;NTN-B;Extra Venda;1.к volta;25/06/2018;15/08/2022;300.000;0;0;0;0;0;0
22/06/2018;NTN-F;Extra Venda;1.к volta;25/06/2018;01/01/2023;300.000;0;0;0;0;0;0
22/06/2018;NTN-F;Extra Venda;1.к volta;25/06/2018;01/01/2025;300.000;11,7049;11,7049;100.000;97.473.250,80;0;0
22/06/2018;NTN-F;Extra Venda;1.к volta;25/06/2018;01/01/2027;300.000;0;0;0;0;0;0
22/06/2018;NTN-F;Extra Venda;1.к volta;25/06/2018;01/01/2029;300.000;0;0;0;0;0;0
22/06/2017;LTN;Venda;1.к volta;23/06/2017;01/04/2019;2.000.000;9,1783;9,1859;2.000.000;1.714.507.731,19;0;0
22/06/2017;LTN;Venda;2.к volta;26/06/2017;01/04/2019;400.000;9,1783;9,1783;213.646;183.212.960,51;0;0
22/06/2017;LTN;Venda;1.к volta;23/06/2017;01/07/2020;3.500.000;9,9541;9,964;3.500.000;2.631.903.818,45;0;0
22/06/2017;LTN;Venda;2.к volta;26/06/2017;01/07/2020;700.000;9,9541;9,9541;0;0;0;0
22/06/2017;LTN;Venda;1.к volta;23/06/2017;01/10/2017;1.000.000;9,4375;9,4375;1.000.000;975.260.000,00;0;0
22/06/2017;LTN;Venda;2.к volta;26/06/2017;01/10/2017;200.000;9,4375;9,4375;0;0;0;0
22/06/2017;NTN-F;Venda;1.к volta;23/06/2017;01/01/2023;750.000;10,4397;10,4489;750.000;773.105.082,14;0;0
22/06/2017;NTN-F;Venda;2.к volta;26/06/2017;01/01/2023;150.000;10,4397;10,4397;72.000;74.247.510,24;0;0
22/06/2017;NTN-F;Venda;1.к volta;23/06/2017;01/01/2027;1.500.000;10,7034;10,7099;1.500.000;1.513.289.164,36;0;0
22/06/2017;NTN-F;Venda;2.к volta;26/06/2017;01/01/2027;300.000;10,7034;10,7034;281.997;284.610.816,09;0;0
22/06/2010;NTN-B;Venda;1.к volta;23/06/2010;15/05/2013;500.000;6,77;6,77;144.700;275.412.820,76;0;0
22/06/2010;NTN-B;Venda;2.к volta;23/06/2010;15/05/2013;28.940;6,77;6,77;16.096;30.636.107,54;0;0
22/06/2010;NTN-B;Venda;1.к volta;23/06/2010;15/05/2015;500.000;6,69;6,69;261.800;493.996.574,38;0;0
22/06/2010;NTN-B;Venda;2.к volta;23/06/2010;15/05/2015;52.360;6,69;6,69;16.711;31.532.378,73;0;0
22/06/2010;NTN-B;Venda;1.к volta;23/06/2010;15/08/2020;500.000;6,42;6,42;93.500;178.719.024,27;0;0
22/06/2010;NTN-B;Venda;2.к volta;23/06/2010;15/08/2020;18.700;6,42;6,42;7.264;13.884.652,31;0;0
22/06/2004;LFT;Venda;1.к volta;23/06/2004;17/05/2006;2.000.000;0,2439;0,2439;1.077.000;2.138.687.038,40;0;0
22/06/2004;LFT;Venda;1.к volta;23/06/2004;17/08/2005;2.000.000;0,0757;0,0757;543.000;1.082.319.031,76;0;0
22/06/2004;LFT;Venda;1.к volta;23/06/2004;21/03/2007;2.000.000;0,3315;0,3315;380.000;751.266.827,07;0;0
22/06/2004;LTN;Venda;1.к volta;23/06/2004;01/07/2005;300.000;17,7969;17,7969;300.000;253.684.170,00;0;0
22/06/2004;LTN;Venda;1.к volta;23/06/2004;04/01/2005;1.500.000;16,9424;16,9598;1.500.000;1.379.360.405,32;0;0
22/05/2017;LTN;Venda;1.к volta;23/05/2017;01/04/2018;3.000.000;0;0;0;0;0;0
22/05/2017;LTN;Venda;1.к volta;23/05/2017;01/04/2019;3.000.000;0;0;0;0;0;0
22/05/2017;LTN;Venda;1.к volta;23/05/2017;01/07/2020;3.000.000;11,2199;11,2199;40.000;28.793.640,04;0;0
22/05/2017;NTN-B;Venda;1.к volta;23/05/2017;15/05/2035;300.000;0;0;0;0;0;0
22/05/2017;NTN-B;Venda;1.к volta;23/05/2017;15/05/2055;300.000;0;0;0;0;0;0
22/05/2017;NTN-B;Venda;1.к volta;23/05/2017;15/08/2022;1.000.000;6,0192;6,0307;62.750;190.896.865,77;0;0
22/05/2017;NTN-B;Venda;1.к volta;23/05/2017;15/08/2026;1.000.000;0;0;0;0;0;0
22/05/2017;NTN-F;Venda;1.к volta;23/05/2017;01/01/2023;1.000.000;11,55;11,55;100.000;97.945.315,00;0;0
22/05/2017;NTN-F;Venda;1.к volta;23/05/2017;01/01/2027;1.000.000;11,63;11,63;100.000;95.065.032,50;0;0
22/05/2014;LTN;Venda;1.к volta;23/05/2014;01/01/2018;2.500.000;12,1326;12,149;2.180.000;1.443.643.316,07;0;0
22/05/2014;LTN;Venda;2.к volta;23/05/2014;01/01/2018;500.000;12,1326;12,1326;498.236;329.942.693,36;0;0
22/05/2014;LTN;Venda;1.к volta;23/05/2014;01/04/2015;5.000.000;11,1667;11,174;5.000.000;4.562.450.197,10;0;0
22/05/2014;LTN;Venda;2.к volta;23/05/2014;01/04/2015;1.000.000;11,1667;11,1667;793.754;724.292.618,39;0;0
22/05/2014;LTN;Venda;1.к volta;23/05/2014;01/04/2016;1.000.000;11,8034;11,8034;1.000.000;812.852.000,00;0;0
22/05/2014;LTN;Venda;2.к volta;23/05/2014;01/04/2016;200.000;11,8034;11,8034;166.653;135.464.224,35;0;0
22/05/2012;NTN-B;Venda;1.к volta;23/05/2012;15/08/2016;1.000.000;0;0;0;0;0;0
22/05/2012;NTN-B;Venda;1.к volta;23/05/2012;15/08/2018;1.000.000;0;0;0;0;0;0
22/05/2012;NTN-B;Venda;1.к volta;23/05/2012;15/08/2022;1.000.000;0;0;0;0;0;0
22/05/2007;NTN-B;Venda;1.к volta;23/05/2007;15/05/2017;3.000.000;5,8789;5,8789;1.369.900;2.278.722.498,41;1.000.000;1.663.422.511,00
22/05/2007;NTN-B;Venda;2.к volta;23/05/2007;15/05/2017;-;5,8789;5,8789;117.732;195.838.059,10;0;0
22/05/2007;NTN-B;Venda;1.к volta;23/05/2007;15/05/2035;1.000.000;5,84;5,84;77.100;130.016.825,20;0;0
22/05/2007;NTN-B;Venda;1.к volta;23/05/2007;15/05/2045;1.000.000;5,82;5,82;361.100;612.312.271,78;0;0
22/05/2007;NTN-B;Venda;1.к volta;23/05/2007;15/08/2012;3.000.000;6,129;6,129;1.630.100;2.709.933.596,90;1.000.000;1.662.433.959,00
22/05/2007;NTN-B;Venda;2.к volta;23/05/2007;15/08/2012;-;6,129;6,129;130.703;217.285.105,73;0;0
22/05/2007;NTN-B;Venda;1.к volta;23/05/2007;15/08/2024;1.000.000;5,86;5,86;147.550;250.558.169,55;0;0
22/05/2007;NTN-B;Venda;1.к volta;23/05/2007;15/11/2009;3.000.000;0;0;0;0;0;0
22/05/2001;LFT;Venda;1.к volta;23/05/2001;17/05/2006;2.500.000;0,1899;0,1899;2.500.000;2.825.615.907,20;-;-
22/05/2001;LTN;Venda;1.к volta;23/05/2001;03/10/2001;1.000.000;20,1262;20,1599;1.000.000;934.565.719,49;-;-
22/04/2015;NTN-B;Venda;1.к volta;23/04/2015;15/05/2019;1.000.000;6,63;6,63;504.400;1.327.332.276,47;0;0
22/04/2015;NTN-B;Venda;2.к volta;23/04/2015;15/05/2019;100.880;6,63;6,63;13.762;36.214.803,29;0;0
22/04/2015;NTN-B;Venda;1.к volta;23/04/2015;15/05/2023;1.000.000;6,33;6,33;495.600;1.306.500.755,16;0;0
22/04/2015;NTN-B;Venda;2.к volta;23/04/2015;15/05/2023;99.120;6,33;6,33;78.553;207.081.424,15;0;0
22/04/2015;NTN-B;Venda;1.к volta;23/04/2015;15/05/2035;500.000;6,15;6,15;49.300;130.483.082,43;0;0
22/04/2015;NTN-B;Venda;1.к volta;23/04/2015;15/05/2055;500.000;6,12;6,12;114.200;302.194.885,20;0;0
22/04/2014;NTN-B;Venda;1.к volta;23/04/2014;15/05/2019;500.000;6,15;6,15;325.200;803.184.850,97;0;0
22/04/2014;NTN-B;Venda;2.к volta;23/04/2014;15/05/2019;65.040;6,15;6,15;30.915;76.354.427,02;0;0
22/04/2014;NTN-B;Venda;1.к volta;23/04/2014;15/05/2023;500.000;6,359;6,359;174.800;424.474.795,13;0;0
22/04/2014;NTN-B;Venda;2.к volta;23/04/2014;15/05/2023;34.960;6,359;6,359;18.912;45.924.870,27;0;0
22/04/2014;NTN-B;Venda;1.к volta;23/04/2014;15/08/2030;300.000;6,539;6,539;119.350;277.389.883,92;0;0
22/04/2014;NTN-B;Venda;2.к volta;23/04/2014;15/08/2030;23.870;6,539;6,539;0;0;0;0
22/04/2014;NTN-B;Venda;1.к volta;23/04/2014;15/08/2040;300.000;6,584;6,584;150.000;341.897.485,05;0;0
22/04/2014;NTN-B;Venda;2.к volta;23/04/2014;15/08/2040;30.000;6,584;6,584;0;0;0;0
22/04/2014;NTN-B;Venda;1.к volta;23/04/2014;15/08/2050;300.000;6,6297;6,6297;30.650;68.886.473,65;0;0
22/04/2014;NTN-B;Venda;2.к volta;23/04/2014;15/08/2050;6.130;6,6297;6,6297;1.226;2.755.458,94;0;0
22/04/2010;LFT;Venda;1.к volta;23/04/2010;07/09/2014;150.000;-0,0008;-0,0008;71.100;298.726.810,30;0;0
22/04/2010;LFT;Venda;2.к volta;23/04/2010;07/09/2014;3.555;-0,0008;-0,0008;0;0;0;0
22/04/2010;LFT;Venda;1.к volta;23/04/2010;07/09/2016;150.000;0;0;78.900;331.486.262,98;0;0
22/04/2010;LFT;Venda;2.к volta;23/04/2010;07/09/2016;3.945;0;0;0;0;0;0
22/04/2010;LTN;Venda;1.к volta;23/04/2010;01/04/2011;500.000;11,18;11,181;300.000;271.426.109,60;0;0
22/04/2010;LTN;Venda;1.к volta;23/04/2010;01/07/2012;1.000.000;12,5753;12,5843;1.000.000;771.462.218,96;0;0
22/04/2010;LTN;Venda;2.к volta;23/04/2010;01/07/2012;200.000;12,5753;12,5753;129.966;100.263.858,72;0;0
22/04/2010;NTN-F;Venda;1.к volta;23/04/2010;01/01/2014;750.000;12,9812;12,99;605.500;574.113.508,25;0;0
22/04/2010;NTN-F;Venda;1.к volta;23/04/2010;01/01/2021;300.000;13,0459;13,0598;256.500;221.734.699,05;0;0
22/04/2008;NTN-B;Venda;1.к volta;23/04/2008;15/05/2011;500.000;8,3;8,3;176.300;293.138.199,39;0;0
22/04/2008;NTN-B;Venda;2.к volta;23/04/2008;15/05/2011;26.445;8,3;8,3;6.943;11.544.291,08;0;0
22/04/2008;NTN-B;Venda;1.к volta;23/04/2008;15/05/2013;500.000;8,0695;8,0695;198.800;322.837.747,58;0;0
22/04/2008;NTN-B;Venda;2.к volta;23/04/2008;15/05/2013;29.820;8,0695;8,0695;8.319;13.509.493,06;0;0
22/04/2008;NTN-B;Venda;1.к volta;23/04/2008;15/05/2017;500.000;7,75;7,75;124.900;197.006.756,03;0;0
22/04/2008;NTN-B;Venda;2.к volta;23/04/2008;15/05/2017;18.735;7,75;7,75;0;0;0;0
22/03/2018;LTN;Venda;1.к volta;23/03/2018;01/01/2022;6.000.000;8,6407;8,649;6.000.000;4.391.445.904,24;0;0
22/03/2018;LTN;Venda;2.к volta;26/03/2018;01/01/2022;1.200.000;8,6407;8,6407;22.000;16.107.276,57;0;0
22/03/2018;LTN;Venda;1.к volta;23/03/2018;01/04/2019;1.000.000;6,3507;6,3547;1.000.000;939.595.888,25;0;0
22/03/2018;LTN;Venda;2.к volta;26/03/2018;01/04/2019;200.000;6,3507;6,3507;52.000;48.870.948,20;0;0
22/03/2018;LTN;Venda;1.к volta;23/03/2018;01/04/2020;6.000.000;7,417;7,4249;6.000.000;5.192.642.181,85;0;0
22/03/2018;LTN;Venda;2.к volta;26/03/2018;01/04/2020;1.200.000;7,417;7,417;913.956;791.199.542,55;0;0
