Data do leilуo;Tэtulo;Tipo de leilуo;Volta;Data de liquidaчуo;Data de vencimento;Oferta;Taxa mщdia;Taxa de corte;Venda;Financeiro (R$);Venda para Bacen;Financeiro para Bacen (R$)
12/05/2009;NTN-B;Venda;1.к volta;13/05/2009;15/05/2035;750.000;7,1099;7,1099;174.750;287.585.381,51;0;0
12/05/2009;NTN-B;Venda;1.к volta;13/05/2009;15/05/2035;750.000;7,1099;7,1099;174.750;287.585.381,39;0;0
12/05/2009;NTN-B;Venda;1.к volta;13/05/2009;15/05/2045;750.000;7,1;7,1;125.200;203.400.853,33;0;0
12/05/2009;NTN-B;Venda;1.к volta;13/05/2009;15/05/2045;750.000;7,1;7,1;125.200;203.400.853,31;0;0
12/05/2009;NTN-B;Venda;1.к volta;13/05/2009;15/08/2014;500.000;7,09;7,09;269.250;475.211.038,84;0;0
12/05/2009;NTN-B;Venda;1.к volta;13/05/2009;15/08/2014;500.000;7,09;7,09;269.250;475.211.038,67;0;0
12/05/2009;NTN-B;Venda;1.к volta;13/05/2009;15/08/2020;500.000;7,1306;7,1306;57.800;98.035.686,08;0;0
12/05/2009;NTN-B;Venda;1.к volta;13/05/2009;15/08/2024;750.000;7,1099;7,1099;212.350;354.334.396,78;0;0
12/05/2009;NTN-B;Venda;1.к volta;13/05/2009;15/08/2024;750.000;7,1099;7,1099;212.350;354.334.396,75;0;0
12/05/2009;NTN-B;Venda;1.к volta;13/05/2009;15/11/2011;500.000;6,28;6,28;3.250;6.057.936,82;0;0
12/05/2005;NTN-B;Venda;1.к volta;16/05/2005;15/05/2009;500.000;9,6898;9,6898;15.300;20.664.262,09;0;0
12/05/2005;NTN-B;Venda;1.к volta;16/05/2005;15/05/2015;500.000;8,9441;8,9441;2.200;2.735.229,48;0;0
12/05/2005;NTN-B;Venda;1.к volta;16/05/2005;15/05/2045;500.000;9,09;9,09;400;413.489,81;0;0
12/05/2005;NTN-B;Venda;1.к volta;16/05/2005;15/08/2006;500.000;0;0;0;0;0;0
12/05/2005;NTN-B;Venda;1.к volta;16/05/2005;15/08/2024;500.000;8,9479;8,9479;17.000;19.563.200,29;0;0
12/04/2018;LFT;Venda;1.к volta;13/04/2018;01/03/2024;1.000.000;0,0117;0,0148;1.000.000;9.448.031.521,23;0;0
12/04/2018;LFT;Venda;2.к volta;13/04/2018;01/03/2024;50.000;0,0117;0,0117;10.790;101.944.284,48;0;0
12/04/2018;LTN;Venda;1.к volta;13/04/2018;01/01/2022;4.500.000;8,6199;8,6279;4.500.000;3.311.137.522,37;0;0
12/04/2018;LTN;Venda;2.к volta;16/04/2018;01/01/2022;900.000;8,6199;8,6199;0;0;0;0
12/04/2018;LTN;Venda;1.к volta;13/04/2018;01/04/2020;6.000.000;7,2507;7,256;6.000.000;5.229.210.888,90;0;0
12/04/2018;LTN;Venda;2.к volta;16/04/2018;01/04/2020;1.200.000;7,2507;7,2507;1.199.997;1.046.131.414,18;0;0
12/04/2018;LTN;Venda;1.к volta;13/04/2018;01/10/2018;1.000.000;6,178;6,178;1.000.000;972.320.000,00;0;0
12/04/2018;LTN;Venda;2.к volta;16/04/2018;01/10/2018;200.000;6,178;6,178;125.326;0;0;0
12/04/2018;NTN-F;Venda;1.к volta;13/04/2018;01/01/2025;750.000;9,3152;9,3199;750.000;795.663.423,32;0;0
12/04/2018;NTN-F;Venda;2.к volta;16/04/2018;01/01/2025;150.000;9,3152;9,3152;0;0;0;0
12/04/2018;NTN-F;Venda;1.к volta;13/04/2018;01/01/2029;750.000;9,7314;9,7399;750.000;784.814.022,50;0;0
12/04/2018;NTN-F;Venda;2.к volta;16/04/2018;01/01/2029;150.000;9,7314;9,7314;0;0;0;0
12/04/2016;NTN-B;Venda;1.к volta;13/04/2016;15/05/2021;500.000;6,44;6,44;85.500;245.871.120,58;1.750.000;5.032.449.838,12
12/04/2016;NTN-B;Venda;1.к volta;13/04/2016;15/05/2035;150.000;6,35;6,35;53.000;149.693.473,48;0;0
12/04/2016;NTN-B;Venda;2.к volta;13/04/2016;15/05/2035;10.600;6,35;6,35;5.965;16.847.576,76;0;0
12/04/2016;NTN-B;Venda;1.к volta;13/04/2016;15/05/2055;150.000;6,39;6,39;97.000;269.331.503,38;0;0
12/04/2016;NTN-B;Venda;2.к volta;13/04/2016;15/05/2055;19.400;6,39;6,39;15.535;43.134.689,73;0;0
12/04/2016;NTN-B;Venda;1.к volta;13/04/2016;15/08/2026;500.000;6,48;6,48;118.600;330.453.855,70;1.750.000;4.876.005.461,18
12/04/2012;LFT;Venda;1.к volta;13/04/2012;01/03/2018;300.000;-0,0911;-0,0839;300.000;1.556.960.182,25;0;0
12/04/2012;LFT;Venda;2.к volta;13/04/2012;01/03/2018;15.000;-0,0911;-0,0911;3.643;18.906.686,46;0;0
12/04/2012;LTN;Venda;1.к volta;13/04/2012;01/01/2016;2.500.000;10,297;10,3027;2.220.300;1.542.828.907,42;0;0
12/04/2012;LTN;Venda;2.к volta;13/04/2012;01/01/2016;500.000;10,297;10,297;453.278;314.971.130,48;0;0
12/04/2012;LTN;Venda;1.к volta;13/04/2012;01/07/2014;3.500.000;9,6444;9,6547;2.822.450;2.304.412.200,50;0;0
12/04/2012;LTN;Venda;2.к volta;13/04/2012;01/07/2014;700.000;9,6444;9,6444;697.226;569.255.824,23;0;0
12/04/2012;LTN;Venda;1.к volta;13/04/2012;01/10/2012;500.000;8,7959;8,7979;500.000;480.646.590,40;0;0
12/04/2012;LTN;Venda;2.к volta;13/04/2012;01/10/2012;100.000;8,7959;8,7959;50.000;48.064.659,05;0;0
12/04/2011;NTN-B;Venda;1.к volta;13/04/2011;15/08/2014;3.000.000;6,5;6,5;1.644.500;3.317.203.510,43;0;0
12/04/2011;NTN-B;Venda;2.к volta;13/04/2011;15/08/2014;328.900;6,5;6,5;287.783;580.501.537,12;0;0
12/04/2011;NTN-B;Venda;1.к volta;13/04/2011;15/08/2016;3.000.000;6,51;6,51;565.000;1.131.070.060,26;0;0
12/04/2011;NTN-B;Venda;2.к volta;13/04/2011;15/08/2016;113.000;6,51;6,51;89.515;179.199.533,50;0;0
12/04/2011;NTN-B;Venda;1.к volta;13/04/2011;15/08/2020;3.000.000;6,42;6,42;790.500;1.573.339.920,60;0;0
12/04/2011;NTN-B;Venda;2.к volta;13/04/2011;15/08/2020;158.100;6,42;6,42;128.739;256.230.497,19;0;0
12/04/2011;NTN-B;Venda;1.к volta;13/04/2011;15/08/2030;500.000;6,2;6,2;92.300;185.131.710,44;0;0
12/04/2011;NTN-B;Venda;1.к volta;13/04/2011;15/08/2040;500.000;6,01;6,01;125.000;255.980.394,54;0;0
12/04/2011;NTN-B;Venda;1.к volta;13/04/2011;15/08/2050;500.000;5,859;5,859;59.100;123.768.402,94;0;0
12/04/2007;LTN;Venda;1.к volta;13/04/2007;01/07/2008;2.000.000;11,7974;11,8;2.000.000;1.749.026.700,30;0;0
12/04/2007;LTN;Venda;2.к volta;13/04/2007;01/07/2008;300.000;11,7974;11,7974;140.000;122.431.868,99;0;0
12/04/2007;LTN;Venda;1.к volta;13/04/2007;01/07/2009;2.500.000;11,6266;11,6383;2.500.000;1.961.316.316,67;3.000.000;2.353.579.578,00
12/04/2007;LTN;Venda;2.к volta;13/04/2007;01/07/2009;375.000;11,6266;11,6266;109.813;86.151.211,49;0;0
12/04/2007;NTN-F;Venda;1.к volta;13/04/2007;01/01/2012;1.000.000;11,5325;11,5388;1.000.000;976.047.704,12;0;0
12/04/2007;NTN-F;Venda;2.к volta;13/04/2007;01/01/2012;150.000;11,5325;11,5325;129.989;126.875.464,96;0;0
12/04/2007;NTN-F;Venda;1.к volta;13/04/2007;01/01/2017;300.000;11,5174;11,55;300.000;283.392.284,86;0;0
12/04/2007;NTN-F;Venda;2.к volta;13/04/2007;01/01/2017;45.000;11,5174;11,5174;18.160;17.154.679,64;0;0
12/04/2007;NTN-F;Venda;1.к volta;13/04/2007;01/07/2010;1.000.000;11,5708;11,5849;1.000.000;989.237.958,88;0;0
12/04/2007;NTN-F;Venda;2.к volta;13/04/2007;01/07/2010;150.000;11,5708;11,5708;59.013;58.377.899,66;0;0
12/04/2005;LFT;Venda;1.к volta;13/04/2005;17/12/2008;2.000.000;0,3288;0,3288;180.000;402.991.491,19;0;0
12/04/2005;LFT;Venda;2.к volta;13/04/2005;17/12/2008;-;0,3288;0;0;0;0;0
12/04/2005;LFT;Venda;1.к volta;13/04/2005;19/03/2008;2.000.000;0,29;0,29;182.100;409.169.056,14;0;0
12/04/2005;LFT;Venda;2.к volta;12/04/2005;19/03/2008;-;0,29;0;0;0;0;0
12/04/2005;LFT;Venda;1.к volta;13/04/2005;19/09/2007;2.000.000;0,2026;0,2026;1.637.900;3.693.283.206,44;0;0
12/04/2005;LFT;Venda;2.к volta;13/04/2005;19/09/2007;-;0,2026;0,2026;51.750;116.690.521,96;0;0
12/04/2005;LTN;Venda;1.к volta;13/04/2005;01/01/2007;1.500.000;19,3099;19,319;1.500.000;1.109.046.651,36;2.000.000;1.478.728.868,00
12/04/2005;LTN;Venda;2.к volta;13/04/2005;01/01/2007;225.000;19,3099;19,3099;164.998;121.993.652,87;0;0
12/04/2005;LTN;Venda;1.к volta;13/04/2005;01/07/2006;1.500.000;19,6378;19,6689;1.500.000;1.206.525.211,02;2.000.000;1.608.700.280,00
12/04/2005;LTN;Venda;2.к volta;13/04/2005;01/07/2006;225.000;19,6378;19,6378;152.207;122.427.721,89;0;0
12/04/2005;LTN;Venda;1.к volta;13/04/2005;01/10/2005;1.000.000;19,9552;19,9584;1.000.000;917.005.314,87;2.000.000;1.834.010.628,00
12/04/2005;LTN;Venda;2.к volta;13/04/2005;01/10/2005;150.000;19,9552;19,9552;113.087;103.701.380,05;0;0
12/04/2005;NTN-F;Venda;1.к volta;13/04/2005;01/01/2008;100.000;0;0;0;0;0;0
12/04/2005;NTN-F;Venda;1.к volta;13/04/2005;01/01/2010;100.000;0;0;0;0;0;0
12/04/2002;LFT;Venda;1.к volta;15/04/2002;21/01/2004;1.000.000;0,3277;0,3277;1.000.000;1.320.169.144,42;-;-
12/03/2020;LTN;Extra Venda;1.к volta;13/03/2020;01/01/2024;500.000;0;0;0;0;0;0
12/03/2020;LTN;Extra Venda;1.к volta;13/03/2020;01/07/2023;500.000;0;0;0;0;0;0
12/03/2020;NTN-B;Extra Venda;1.к volta;13/03/2020;15/05/2025;1.000.000;0;0;0;0;0;0
12/03/2020;NTN-B;Extra Venda;1.к volta;13/03/2020;15/08/2024;1.000.000;0;0;0;0;0;0
12/03/2020;NTN-B;Extra Venda;1.к volta;13/03/2020;15/08/2026;1.000.000;0;0;0;0;0;0
12/03/2020;NTN-B;Extra Venda;1.к volta;13/03/2020;15/08/2028;1.000.000;4,1;4,1;5.000;18.808.860,96;0;0
12/03/2020;NTN-B;Extra Venda;1.к volta;13/03/2020;15/08/2030;1.000.000;4,3;4,3;13.800;52.267.884,93;0;0
12/03/2020;NTN-F;Extra Venda;1.к volta;13/03/2020;01/01/2025;500.000;8,0999;8,0999;45.450;49.613.751,31;0;0
12/03/2020;NTN-F;Extra Venda;1.к volta;13/03/2020;01/01/2027;500.000;8,6;8,6;20.000;21.774.190,16;0;0
12/03/2020;NTN-F;Extra Venda;1.к volta;13/03/2020;01/01/2029;500.000;8,92;8,92;50.000;54.185.066,70;0;0
12/03/2019;NTN-B;Venda;1.к volta;13/03/2019;15/05/2035;150.000;4,2875;4,2875;10.000;38.651.983,61;0;0
12/03/2019;NTN-B;Venda;2.к volta;13/03/2019;15/05/2035;3.645;4,2875;4,2875;198;765.309,27;0;0
12/03/2019;NTN-B;Venda;1.к volta;13/03/2019;15/05/2055;150.000;4,3988;4,3988;72.300;300.217.924,60;0;0
12/03/2019;NTN-B;Venda;2.к volta;13/03/2019;15/05/2055;26.355;4,3988;4,3988;2.484;10.314.541,12;0;0
12/03/2019;NTN-B;Venda;1.к volta;13/03/2019;15/08/2024;1.000.000;3,998;3,998;742.000;2.595.392.655,84;0;0
12/03/2019;NTN-B;Venda;2.к volta;13/03/2019;15/08/2024;148.400;3,998;3,998;43.685;152.802.868,12;0;0
12/03/2019;NTN-B;Venda;1.к volta;13/03/2019;15/08/2028;1.000.000;4,1749;4,1749;258.000;938.165.773,56;3.000.000;10.908.904.344,22
12/03/2019;NTN-B;Venda;2.к volta;13/03/2019;15/08/2028;51.600;4,1749;4,1749;38.018;138.244.908,39;0;0
12/03/2015;LFT;Venda;1.к volta;13/03/2015;01/03/2021;12.000.000;0,0035;0,02;9.718.650;64.942.047.652,98;0;0
12/03/2015;LFT;Venda;2.к volta;13/03/2015;01/03/2021;600.000;0,0035;0,0035;210.160;1.404.333.515,22;0;0
12/03/2015;LTN;Venda;1.к volta;13/03/2015;01/01/2019;3.500.000;13,3245;13,3376;3.500.000;2.181.948.112,56;0;0
12/03/2015;LTN;Venda;2.к volta;13/03/2015;01/01/2019;700.000;13,3245;13,3245;0;0;0;0
12/03/2015;LTN;Venda;1.к volta;13/03/2015;01/04/2016;10.000.000;13,7557;13,77;8.770.400;7.666.597.493,32;0;0
12/03/2015;LTN;Venda;2.к volta;13/03/2015;01/04/2016;2.000.000;13,7557;13,7557;0;0;0;0
12/03/2015;LTN;Venda;1.к volta;13/03/2015;01/07/2017;1.500.000;13,5391;13,5494;1.500.000;1.121.566.056,44;0;0
12/03/2015;LTN;Venda;2.к volta;13/03/2015;01/07/2017;300.000;13,5391;13,5391;0;0;0;0
12/03/2013;NTN-B;Venda;1.к volta;13/03/2013;15/08/2018;500.000;3,53;3,53;37.300;94.790.097,96;0;0
12/03/2013;NTN-B;Venda;1.к volta;13/03/2013;15/08/2022;500.000;3,7749;3,7749;85.250;226.952.875,38;0;0
12/03/2013;NTN-B;Venda;1.к volta;13/03/2013;15/08/2030;300.000;3,97;3,97;34.750;98.634.404,09;0;0
12/03/2013;NTN-B;Venda;1.к volta;13/03/2013;15/08/2040;300.000;4,02;4,02;21.800;65.478.504,43;0;0
12/03/2013;NTN-B;Venda;1.к volta;13/03/2013;15/08/2050;300.000;4,15;4,15;49.050;149.915.123,58;0;0
12/03/2009;LFT;Venda;1.к volta;13/03/2009;07/03/2013;300.000;0;0;278.300;1.061.974.805,91;0;0
12/03/2009;LFT;Venda;2.к volta;13/03/2009;07/03/2013;13.915;0;0;3.739;14.267.782,24;0;0
12/03/2009;LFT;Venda;1.к volta;13/03/2009;07/03/2015;300.000;0,001;0,001;21.700;82.800.828,56;0;0
12/03/2009;LFT;Venda;2.к volta;13/03/2009;07/03/2015;1.085;0,001;0,001;0;0;0;0
12/03/2009;LTN;Venda;1.к volta;13/03/2009;01/01/2011;1.000.000;10,3679;10,3734;1.000.000;837.499.789,70;0;0
12/03/2009;LTN;Venda;2.к volta;13/03/2009;01/01/2011;200.000;10,3679;10,3679;200.000;167.499.957,98;0;0
12/03/2009;LTN;Venda;1.к volta;13/03/2009;01/04/2010;300.000;10,096;10,097;300.000;271.347.830,10;0;0
12/03/2009;LTN;Venda;2.к volta;13/03/2009;01/04/2010;60.000;10,096;10,096;51.750;46.807.500,66;0;0
12/03/2009;LTN;Venda;1.к volta;13/03/2009;01/10/2009;1.000.000;10,2239;10,2283;1.000.000;947.722.468,40;0;0
12/03/2009;LTN;Venda;2.к volta;13/03/2009;01/10/2009;200.000;10,2239;10,2239;27.500;26.062.367,87;0;0
12/03/2009;NTN-F;Venda;1.к volta;13/03/2009;01/01/2013;150.000;11,7086;11,73;150.000;145.683.145,76;0;0
12/03/2009;NTN-F;Venda;2.к volta;13/03/2009;01/01/2013;30.000;11,7086;11,7086;9.346;9.077.031,20;0;0
12/03/2009;NTN-F;Venda;1.к volta;13/03/2009;01/01/2017;150.000;12,468;12,498;150.000;135.657.082,12;0;0
12/03/2009;NTN-F;Venda;2.к volta;13/03/2009;01/01/2017;30.000;12,468;12,468;12.375;11.191.709,28;0;0
12/03/2002;LTN;Venda;1.к volta;13/03/2002;02/04/2003;500.000;18,8778;18,878;500.000;416.293.013,97;-;-
12/03/2002;LTN;Venda;1.к volta;13/03/2002;06/11/2002;2.000.000;18,4637;18,4898;2.000.000;1.787.577.751,64;1.000.000;893.788.875,00
12/03/2002;NTN-D;Venda;1.к volta;13/03/2002;11/02/2004;550.000;19,2599;19,2599;550.000;768.601.478,03;-;-
12/03/2002;NTN-D;Venda;1.к volta;13/03/2002;23/04/2003;250.000;19,2599;19,2599;250.000;361.271.558,87;-;-
12/02/2015;LFT;Venda;1.к volta;13/02/2015;01/03/2021;2.500.000;0,0037;0,0066;2.500.000;16.567.289.284,96;320.000;2.120.613.183,74
12/02/2015;LFT;Venda;2.к volta;13/02/2015;01/03/2021;125.000;0,0037;0,0037;68.518;454.063.044,06;0;0
12/02/2015;LTN;Venda;1.к volta;13/02/2015;01/01/2019;2.500.000;12,8793;12,8887;2.500.000;1.568.252.517,68;3.100.000;1.944.633.121,70
12/02/2015;LTN;Venda;2.к volta;13/02/2015;01/01/2019;500.000;12,8793;12,8793;498.407;312.651.212,91;0;0
12/02/2015;LTN;Venda;1.к volta;13/02/2015;01/04/2016;3.000.000;13,3023;13,3198;3.000.000;2.610.000.982,03;0;0
12/02/2015;LTN;Venda;2.к volta;13/02/2015;01/04/2016;600.000;13,3023;13,3023;569.998;495.898.446,37;0;0
12/02/2015;LTN;Venda;1.к volta;13/02/2015;01/07/2017;1.000.000;13,088;13,0949;1.000.000;747.958.439,29;2.600.000;1.944.691.941,40
12/02/2015;LTN;Venda;2.к volta;13/02/2015;01/07/2017;200.000;13,088;13,088;187.744;140.424.709,16;0;0
12/02/2009;LFT;Venda;1.к volta;13/02/2009;07/09/2012;500.000;-0,0001;-0,0001;129.050;488.299.240,67;0;0
12/02/2009;LFT;Venda;2.к volta;13/02/2009;07/09/2012;6.452;-0,0001;-0,0001;1.426;5.395.697,15;0;0
12/02/2009;LFT;Venda;1.к volta;13/02/2009;07/09/2013;500.000;0;0;370.950;1.403.594.566,46;0;0
12/02/2009;LFT;Venda;2.к volta;13/02/2009;07/09/2013;18.548;0;0;0;0;0;0
12/02/2009;LTN;Venda;1.к volta;13/02/2009;01/01/2011;750.000;11,6938;11,709;717.000;583.109.570,67;0;0
12/02/2009;LTN;Venda;1.к volta;13/02/2009;01/04/2010;150.000;11,3119;11,313;150.000;133.104.761,00;0;0
12/02/2009;LTN;Venda;2.к volta;13/02/2009;01/04/2010;30.000;11,3119;11,3119;13.500;11.979.428,48;0;0
12/02/2009;LTN;Venda;1.к volta;13/02/2009;01/10/2009;2.000.000;11,3998;11,3998;1.500.000;1.402.431.007,50;0;0
12/02/2009;NTN-F;Venda;1.к volta;13/02/2009;01/01/2013;150.000;12,91;12,92;71.800;66.825.051,98;0;0
12/02/2009;NTN-F;Venda;1.к volta;13/02/2009;01/01/2017;150.000;0;0;0;0;0;0
12/02/2008;NTN-B;Venda;1.к volta;13/02/2008;15/05/2011;2.000.000;0;0;0;0;0;0
12/02/2008;NTN-B;Venda;1.к volta;13/02/2008;15/05/2013;2.000.000;7,5649;7,5649;901.650;1.457.930.395,25;0;0
12/02/2008;NTN-B;Venda;2.к volta;13/02/2008;15/05/2013;135.247;7,5649;7,5649;80.993;130.962.298,56;0;0
12/02/2008;NTN-B;Venda;1.к volta;13/02/2008;15/05/2017;2.000.000;7,3899;7,3899;1.098.350;1.730.262.295,21;0;0
12/02/2008;NTN-B;Venda;2.к volta;13/02/2008;15/05/2017;164.753;7,3899;7,3899;92.865;146.292.901,20;0;0
12/02/2008;NTN-B;Venda;1.к volta;13/02/2008;15/05/2035;500.000;6,6999;6,6999;25.550;40.479.920,91;0;0
12/02/2008;NTN-B;Venda;1.к volta;13/02/2008;15/05/2045;500.000;6,58;6,58;92.850;148.177.197,91;0;0
12/02/2008;NTN-B;Venda;1.к volta;13/02/2008;15/08/2024;500.000;6,8849;6,8849;70.400;113.348.141,96;0;0
12/02/2004;NTN-B;Venda;1.к volta;16/02/2004;15/05/2009;750.000;8,44;8,44;264.150;337.355.249,31;0;0
12/02/2004;NTN-B;Venda;2.к volta;16/02/2004;15/05/2009;-;8,44;8,44;13.165;16.813.484,22;0;0
12/02/2004;NTN-B;Venda;1.к volta;16/02/2004;15/05/2015;750.000;8,5799;8,5799;40.000;46.634.340,76;0;0
12/02/2004;NTN-B;Venda;1.к volta;16/02/2004;15/08/2006;750.000;8,35;8,35;338.850;448.083.415,80;0;0
12/02/2004;NTN-B;Venda;2.к volta;16/02/2004;15/08/2006;-;8,35;8,35;4.000;5.289.460,41;0;0
12/02/2004;NTN-B;Venda;1.к volta;16/02/2004;15/08/2024;750.000;8,63;8,63;107.000;112.736.946,56;0;0
12/01/2017;LFT;Venda;1.к volta;13/01/2017;01/03/2023;1.000.000;0,0608;0,0647;1.000.000;8.453.458.573,62;0;0
12/01/2017;LFT;Venda;2.к volta;13/01/2017;01/03/2023;50.000;0,0608;0,0608;7.835;66.232.867,03;0;0
12/01/2017;LTN;Venda;1.к volta;13/01/2017;01/04/2018;1.000.000;10,7401;10,7447;1.000.000;885.278.279,30;0;0
12/01/2017;LTN;Venda;2.к volta;16/01/2017;01/04/2018;200.000;10,7401;10,7401;0;0;0;0
12/01/2017;LTN;Venda;1.к volta;13/01/2017;01/04/2019;3.000.000;10,5072;10,518;3.000.000;2.411.274.812,60;0;0
12/01/2017;LTN;Venda;2.к volta;16/01/2017;01/04/2019;600.000;10,5072;10,5072;0;0;0;0
12/01/2017;LTN;Venda;1.к volta;13/01/2017;01/07/2020;5.000.000;10,7711;10,78;5.000.000;3.518.011.257,39;0;0
12/01/2017;LTN;Venda;2.к volta;16/01/2017;01/07/2020;1.000.000;10,7711;10,7711;285.000;200.608.459,90;0;0
12/01/2012;LFT;Venda;1.к volta;13/01/2012;01/03/2018;500.000;-0,0084;-0,0084;500.000;2.521.850.434,97;0;0
12/01/2012;LFT;Venda;2.к volta;13/01/2012;01/03/2018;25.000;-0,0084;-0,0084;18.747;94.554.260,18;0;0
12/01/2012;LTN;Venda;1.к volta;13/01/2012;01/01/2016;2.000.000;11,272;11,285;1.720.500;1.127.069.695,62;0;0
12/01/2012;LTN;Venda;2.к volta;13/01/2012;01/01/2016;400.000;11,272;11,272;151.429;99.198.510,29;0;0
12/01/2012;LTN;Venda;1.к volta;13/01/2012;01/04/2013;300.000;10,1711;10,182;300.000;267.120.049,63;0;0
12/01/2012;LTN;Venda;2.к volta;13/01/2012;01/04/2013;60.000;10,1711;10,1711;5.000;4.452.000,82;0;0
12/01/2012;LTN;Venda;1.к volta;13/01/2012;01/04/2014;2.500.000;10,8191;10,8209;2.500.000;1.992.983.557,50;0;0
12/01/2012;LTN;Venda;2.к volta;13/01/2012;01/04/2014;500.000;10,8191;10,8191;81.666;65.103.598,08;0;0
12/01/2010;NTN-B;Venda;1.к volta;13/01/2010;15/05/2013;1.500.000;6,66;6,66;551.650;1.021.889.011,11;0;0
12/01/2010;NTN-B;Venda;2.к volta;13/01/2010;15/05/2013;110.330;6,66;6,66;69.505;128.752.643,35;0;0
12/01/2010;NTN-B;Venda;1.к volta;13/01/2010;15/05/2015;1.500.000;6,66;6,66;503.800;924.042.340,12;450.000;825.365.329,97
12/01/2010;NTN-B;Venda;2.к volta;13/01/2010;15/05/2015;100.760;6,66;6,66;48.184;88.376.451,18;0;0
12/01/2010;NTN-B;Venda;1.к volta;13/01/2010;15/05/2035;750.000;6,3247;6,3247;200.600;364.324.505,15;0;0
12/01/2010;NTN-B;Venda;1.к volta;13/01/2010;15/05/2045;750.000;6,3255;6,3255;136.450;246.593.536,20;0;0
12/01/2010;NTN-B;Venda;1.к volta;13/01/2010;15/08/2020;1.500.000;6,54;6,54;444.550;818.670.684,99;0;0
12/01/2010;NTN-B;Venda;2.к volta;13/01/2010;15/08/2020;88.910;6,54;6,54;3.500;6.445.500,83;0;0
12/01/2010;NTN-B;Venda;1.к volta;13/01/2010;15/08/2024;750.000;6,32;6,32;216.900;403.823.959,91;400.000;744.719.151,81
12/01/2006;NTN-B;Venda;1.к volta;16/01/2006;15/05/2007;2.500.000;0;0;0;0;0;0
12/01/2006;NTN-B;Venda;1.к volta;16/01/2006;15/05/2009;2.500.000;10,1499;10,1499;76.600;108.367.092,80;0;0
12/01/2006;NTN-B;Venda;2.к volta;16/01/2006;15/05/2009;-;10,1499;0;0;0;0;0
12/01/2006;NTN-B;Venda;1.к volta;16/01/2006;15/05/2015;2.500.000;8,9;8,9;591.700;776.604.386,26;0;0
12/01/2006;NTN-B;Venda;2.к volta;16/01/2006;15/05/2015;-;8,9;8,9;11.834;15.532.087,72;0;0
12/01/2006;NTN-B;Venda;1.к volta;16/01/2006;15/05/2045;2.500.000;8,95;8,95;100.400;110.203.275,31;0;0
12/01/2006;NTN-B;Venda;2.к volta;16/01/2006;15/05/2045;-;8,95;8,95;2.008;2.204.065,50;0;0
12/01/2006;NTN-B;Venda;1.к volta;16/01/2006;15/08/2008;2.500.000;10,48;10,48;10.000;14.617.642,03;0;0
12/01/2006;NTN-B;Venda;2.к volta;16/01/2006;15/08/2008;-;10,48;10,48;900;1.315.587,78;0;0
12/01/2006;NTN-B;Venda;1.к volta;16/01/2006;15/08/2010;2.500.000;10,1499;10,1499;1.680.900;2.328.895.842,46;0;0
12/01/2006;NTN-B;Venda;2.к volta;16/01/2006;15/08/2010;-;10,1499;10,1499;241.787;334.997.167,61;0;0
12/01/2006;NTN-B;Venda;1.к volta;16/01/2006;15/08/2024;2.500.000;8,95;8,95;40.400;48.750.912,10;0;0
12/01/2006;NTN-B;Venda;2.к volta;16/01/2006;15/08/2024;-;8,95;0;0;0;0;0
11/12/2018;NTN-B;Venda;1.к volta;12/12/2018;15/05/2023;250.000;4,637;4,637;145.000;484.023.986,25;0;0
11/12/2018;NTN-B;Venda;2.к volta;12/12/2018;15/05/2023;29.000;4,637;4,637;9.219;30.773.911,22;0;0
11/12/2018;NTN-B;Venda;1.к volta;12/12/2018;15/05/2035;100.000;5,0785;5,0785;12.100;42.224.430,11;0;0
11/12/2018;NTN-B;Venda;2.к volta;12/12/2018;15/05/2035;2.420;5,0785;5,0785;0;0;0;0
11/12/2018;NTN-B;Venda;1.к volta;12/12/2018;15/05/2055;100.000;5,0899;5,0899;87.900;320.256.319,30;0;0
11/12/2018;NTN-B;Venda;2.к volta;12/12/2018;15/05/2055;17.580;5,0899;5,0899;0;0;0;0
11/12/2018;NTN-B;Venda;1.к volta;12/12/2018;15/08/2028;250.000;4,84;4,84;105.000;366.687.948,14;0;0
11/12/2018;NTN-B;Venda;2.к volta;12/12/2018;15/08/2028;21.000;4,84;4,84;0;0;0;0
11/12/2014;LTN;Venda;1.к volta;12/12/2014;01/04/2015;3.500.000;12,0452;12,0499;3.500.000;3.385.038.299,29;0;0
11/12/2014;LTN;Venda;2.к volta;12/12/2014;01/04/2015;700.000;12,0452;12,0452;0;0;0;0
11/12/2014;LTN;Venda;1.к volta;12/12/2014;01/07/2018;3.000.000;12,6478;12,6547;3.000.000;1.972.716.509,40;5.290.000;3.478.556.779,30
11/12/2014;LTN;Venda;2.к volta;12/12/2014;01/07/2018;600.000;12,6478;12,6478;0;0;0;0
11/12/2014;LTN;Venda;1.к volta;12/12/2014;01/10/2016;1.500.000;12,6314;12,64;1.500.000;1.211.802.924,70;4.330.000;3.498.071.107,28
11/12/2014;LTN;Venda;2.к volta;12/12/2014;01/10/2016;300.000;12,6314;12,6314;0;0;0;0
11/12/2014;NTN-F;Venda;1.к volta;12/12/2014;01/01/2021;1.000.000;12,6127;12,62;800.000;754.281.099,65;3.670.000;3.460.264.546,25
11/12/2014;NTN-F;Venda;2.к volta;12/12/2014;01/01/2021;200.000;12,6127;12,6127;25.366;23.916.367,96;0;0
